split,source,gn,es
train,abc,"“Péicha (Cartes) opytu'úse ha oreko umi ajetreo e intenso trabajo ojapóva omotenondévo presidencia de la República, ambue tendota orekóva trayectoria Junta de Gobierno ha'e Enrique Riera "", he'i.","“Si (Cartes) quiere tomarse un descanso por los ajetreos e intensos trabajos que realizó cuando ejerció la presidencia de la República, el otro líder de trayectoria para la Junta de Gobierno es Enrique Riera"", dijo."
train,abc,"Karai diputado Maidana, osêva Horacio Cartes ha Enrique Riera-gui, ndaipóri figura adecuada oñeha'ãva umi jeporavo presidencia Asociación Nacional Republicana (ANR) jeporavo guasu rehe.","En opinión del diputado Maidana, fuera de Horacio Cartes y Enrique Riera, no hay otra figura adecuada para competir en las elecciones para la presidencia de la Asociación Nacional Republicana (ANR)."
train,abc,"Enrique Riera ha'e peteî tendota omohendáva umi cargo, ha'eháicha intendencia Paraguaýpe, peteî banca Cámara de Diputados, koa ningo ministro de Educación y Ciencias-kue ha senador ko'ágã.","Enrique Riera es un dirigente que ha ocupado varios cargos, como la intendencia de Asunción, una banca en la Cámara de Diputados, el cargo de ministro de Educación y Ciencias y actualmente es senador."
train,abc,"“Ojekuaa ichupe hembiapo teko potîme ojapóvao pe he'íva”, imandu'a diputado Maidana, exgobernador Misiones-gua, oñemantenéva movimiento Honor Colorado rehe.","“Es reconocida su integridad porque hay concordancia en lo que dice con lo que hace”, manifestó el diputado Maidana, exgobernador de Misiones, que se mantiene en el movimiento Honor Colorado."
train,abc,Omoherakuã umi mbo'ehao ñemyatyrõ ha ñemopu'ã,Anuncian reparación y construcción de escuelas
train,abc,"Concejal departamental, Carlos Ledesma (ANR), omomarandu gobernación departamental Concepción, omyatyrõ umi mbo'ehaookukúiva","El concejal departamental, Carlos Ledesma (ANR), informó que la gobernación departamental de Concepción, restaurará y construirá aulas de instituciones educativas de este y otros distritos del primer departamento."
train,abc,"Ko'ã tape ojoajúva asfalto de 20 kilómetros Villarrica ha Itapé, osêva amo G. 46.000 millones, ha'évai US$ 7.500.000, según ojekuaa portal Dirección Nacional de Contrataciones Públicas (DNCP).","Uno de los tramos es el asfalto de 20 kilómetros entre Villarrica e Itapé, que costaría unos G. 46.000 millones, casi US$ 7.500.000, según datos del portal de la Dirección Nacional de Contrataciones Públicas (DNCP)."
train,abc,"Ko'ã mba'e ojeheróva ""Ruta de la Fe"", tape oiporúva peregrino ohóva Villarrica guive Santuario de la Virgen del Paso peve, oîva Itapépe, oguahëvo ára guasu 18 de diciembre, Tupãsy Itape ára.","Se trata de la denominada ""Ruta de la Fe"", el camino que utilizan los peregrinos que van desde Villarrica hasta el Santuario de la Virgen del Paso, ubicado en Itapé, durante la fiesta religiosa y mariana del 18 de diciembre."
train,abc,Ohapejoko hikuái Jarvis jegueraha,Frenan extradición de Jarvis
train,abc,"Juzgado de Primera Instancia en lo Civil y Comercial ha'éva San Estanislao-gua ome'ê ichupe habeas corpus genérico Jarvis Chimenes Pavão, osuspendéva jegueraha Brasil gotyo ko jueves.","El Juzgado de Primera Instancia en lo Civil y Comercial de San Estanislao concedió el habeas corpus genérico a Jarvis Chimenes Pavão, con lo cual suspende su extradición al Brasil, prevista para este jueves."
train,abc,"Narcotraficante Jarvis Chimenes Pavão omoañete condena ñane retãme ko'erõ miércoles ha iko'êvo ojextradita Brasil gotyo, oñemoañetehápe condena 17 ary ha 8 mese ojapóva ko'7 mba'e oikóva viru johéi ha tráfico droga, asociación criminal-va.","El narcotraficante Jarvis Chimenes Pavão cumple su condena en nuestro país mañana miércoles y al día siguiente debe ser extraditado al Brasil, donde debe cumplir una condena de 17 años y 8 meses por hechos punibles de lavado de dinero, tráfico de drogas y asociación criminal."
train,abc,"Upéicha oñembohasa Juzgado Primera Instancia ha Civil San Estanislao, ome'ëva habeas corpus genérico ojeruréva Chimenes Pavão oipykúiva tetãme.","Sin embargo este martes se supo de la decisión tomada por el Juzgado de Primera Instancia y lo Civil de San Estanislao, que concede habeas corpus genérico solicitado por Chimenes Pavão para seguir en el país."
train,abc,"Ko documento judicial, 22 jasypakõi, odisponévo inmediata suspensión extradición narcotraficante Brasil gotyo, osêva sentencia definitiva firme Comisión Interamericana Derechos Humanos (CIDH).","El documento judicial, de fecha 22 de diciembre, dispone la inmediata suspensión de la extradición del narcotraficante al Brasil, hasta que haya sentencia definitiva firme de la Comisión Interamericana de Derechos Humanos (CIDH)."
train,abc,"Juzgado ome'êva Chimenes Pavão siga ojuhúva Agrupación Especializada Policía omoañetévo sentencia CIDH, ha, ipahápe,omohenda ko mandado ha'éva Juzgado Penal de Asunción, oipyhýva jueza Lici Sánchez, ha'éva Policía Nacional, Cancillería Nacional ha mburuvichakuéra brasileñas.","El Juzgado ordena además que Chimenes Pavão siga recluido en la Agrupación Especializada de la Policía hasta que se concrete la sentencia de la CIDH, y, finalmente, ordena sobre este mandado al Juzgado Penal de Asunción, a cargo de la jueza Lici Sánchez, como también a la Policía Nacional, a la Cancillería Nacional y a autoridades brasileñas."
train,abc,"Juez oipyhýva Cresencio Ocampos, orekóva teléfono celular omboguéva ha, según fuente oikuaáva ABC Color, supuestamente vacaciones ko martes guive.","El juez que tomó esta decisión es Cresencio Ocampos, quien tiene el teléfono celular apagado y que, según fuentes a las que accedió ABC Color, supuestamente tiene vacaciones desde este martes."
train,abc,Oñepyrû minga ambiental omombia haguã dengue,Reinician las mingas ambientales para erradicar el dengue
train,abc,"Umi funcionario Servicio Nacional de Erradicación del Paludismo (Senepa), hospital distrital ha umi temimbo'e enfermería oñeme'ê apertura ko árape.","Funcionarios del Servicio Nacional de Erradicación del Paludismo (Senepa), del hospital distrital y estudiantes de enfermería dieron apertura hoy a la campaña de lucha contra el dengue."
train,abc,"Ko'ã actividad, minga ambiental, oñepyrûva pyhareve jave jepente ojehasa ára vai orekóva base villa María Auxiliadora tavaguasúpe, pero oike mboyve ko tendápe, umi omyakãva ko'ã trabajo omotenondéva aty mbykymi, omokyre'ÿvo omombia haguã ñati'ü ñemuña aedes aegypti, transmisor del dengue.","Las actividades, que consisten en mingas ambientales, se iniciaron esta mañana a pesar del mal tiempo en las bases de la villa María Auxiliadora de esta ciudad, pero antes de ingresar al lugar, los responsables de los trabajos realizaron un breve acto, donde instaron a eliminar los criaderos del mosquito aedes aegypti, transmisor del dengue."
train,abc,"Presidente comisión de lucha contra ko'ã mba'asýpe, Lic.","El presidente de la comisión de lucha contra el citado mal, Lic."
train,abc,"René González, he'i tuicha mba'e ojesape'ava'erã umi hogyguápe opa haguã ñati'û ñemuña ha jesareko omombiávo ko epidemia, ojesarekóvol virus ojuhúva hikuái paciente-kuéra rehe.","René González, dijo que es fundamental concienciar a las amas de casa y a todos en general sobre la importancia de la eliminación de los criaderos del insecto vector del dengue para evitar una epidemia, teniendo en cuenta la reaparición del virus que se manifestó en algunos pacientes."
train,abc,Quiindy-pe ojeguerohory Tekoayhu ára ha omomba’e tekombo’épe,Junta de Quiindy declara “de interés educativo” el Día de la Amistad
train,abc,Junta Municipal oguenohê resolución N° 82 oñemoñe’êva ha’eha interés educativo ha cultural oguerohorývo 30 jasypokõime ko distrito-pel “Tekoayhu ára”.,"La Junta Municipal de esta ciudad declaró, por resolución N° 82, “de interés educativo y cultural” festejar cada 30 de julio en escuelas, colegios y universidades de este distrito el Día de la Amistad."
train,abc,Ko’ã concejal he’i Día de la Amistad ára rehe oñemoñe’êta acta fundacional ha'éva mba'érepa ojegueromandu’a ha mávapa pe omoheñóiva’ekue ko Tekoayhu ära Paraguáipe. Ha ojeguerohorýta avei Dr. Artemio Bracho.,"Los concejales sugieren que el Día de la Amistad sea celebrado con la lectura del acta fundacional del Día Internacional de la Amistad y la biografía de su precursor, el doctor Artemio Bracho, oriundo de esta ciudad."
train,abc,"Omyengovia, voto no asegurado Cartes-pe guar0Ò","Eventual reemplazo, voto no asegurado para Cartes"
train,abc,"Ndaipóri vóto omonéî haguã vóto ha omonéîvo Cartes renuncia, ojeespekula ikatúha senador Luis Castiglioni orenunsia ha hekovia oike peteî tapicha Adalberto Dos Santos.","Ante la falta de votos para aceptar la renuncia de Horacio Cartes, se especula con la posibilidad de que el senador Luis Castiglioni renuncie a su cargo para no asumir su postura."
train,abc,"Jorge Adalberto Dos Santos, exintendente Ka'aguasu ha'éva senador suplente, ndoikéiva pe vóto alineado orekóva intención presidente Horacio Cartes, oñeha'ãva orenuncia ojupi haguã upéi senador activo ramo, jepénte oreko referente kolo'o yma guare ko departamento-pe.","Jorge Adalberto Dos Santos, exintendente de Caaguazú y senador suplente, no apunta a ser un voto alineado a las intenciones del presidente Horacio Cartes, quien pretende renunciar para asumir posteriormente de manera irregular como senador activo, pese a ser un antiguo referente colorado en dicho departamento"
train,abc,"Dos Santos nomotenondeséi postura ni nome'êséi ""no"" rotundo, pero he'i ohesa'ÿijóvo noiméiri Cartes renuncia ndive.","Dos Santos no quiso adelantar su postura ni dar un ""no"" rotundo, pero dio a entender que no estaría a favor de la renuncia de Cartes."
train,abc,"“Name'êséi che ñe'ê, pero umi cheikuaáva ha ojesarekóva che rembiasáre oikuaa mba'épa che posición oñeme'êvo ko posibilidad histórica”, omoañte Dos Santos.","“No quiero comprometer mi palabra, pero quienes me conocen y miran mi historia de vida saben cuál es mi posición si es que se diera esta posibilidad histórica”, afirmó Dos Santos."
train,abc,"“Epyta py'aguapýpe, ejepy'apy ambuére”, omoañete imandu'ávo jeporavo guasu oikova'ekuére, ndorekói recelo omoirû haguã ndaha'éiva ipartido: choguy Alejo Ríos.","“Quédese tranquila, preocúpese por los otros”, remarcó, a la vez de recordar que incluso en las últimas elecciones no tuvo recelo en acompañar a alguien que no era de su partido: el liberal Alejo Ríos."
train,abc,Amo ipahápe ha'e he'i ijehe ha'eha chokokue ha omoañete justamente orekóha condición ha peteî actitud de dignidad noñekuave'êiva.,"Finalmente, se definió como campesino y aseguró que justamente por esa condición tienen una actitud de dignidad que no tiene precio."
train,abc,"Umi grupo ciudadano ojeruréva juicio político presidente Mario Abdo Benítez ha vicepresidente Hugo Velázquez ojeipysóva reclamo rupive, umi protesta oñemopyendáva Paraguaýpe upe Congreso Nacional rovái.","Varios grupos ciudadanos que exigen el juicio político al presidente Mario Abdo Benítez y al vicepresidente Hugo Velázquez confluyen en este reclamo, en protestas que se centran en frente al Congreso Nacional."
train,abc,"Temimbo’e, umi tavaygua indignado ha umi partido opositor oñomoirû ojerurévo.","Estudiantes, ciudadanos indignados y partidos opositores se unen al reclamo."
train,abc,“Ore rojerúre ha ndikatúi ko gobierno improvisado onegosiáva oikóvo Itaipú 2023 rehe.,“Nosotros no podemos permitir que este gobierno tan improvisado siga negociado con Itaipú en 2023.
train,abc,"Umi marandu ojefiltra ko ára ha omyesakã ojekuaáva, principal responsable Mario Abdo Benítez avei ombohováiva juicio político ojerurévo umi oîva responsable presidente ha vicepresidente”, he’i ABC Cardinal ko’ã temimbo’e omotenondéva facultades Universidad Nacional de Asunción (UNA), ohenóiva maymávape umi protesta calle Paraguayo Independiente ha 14 de Mayo, Asunción.","Con los mensajes que se filtraron hoy está más que claro lo que nosotros ya sabíamos, que el principal responsable es Mario Abdo Benítez y como corresponde pedimos juicio político a los principales responsables que son el presidente y el vicepresidente”, indicó a ABC Cardinal una de las estudiantes que representan a facultades de la Universidad Nacional de Asunción (UNA), que convocaron a protestas en Paraguayo Independiente y 14 de Mayo, Asunción."
train,abc,Pucheta ndaha'éimo'ã kuña omyakãva Tetã Paraguái,Pucheta no será la primera presidenta
train,abc,"Omoherakuãvo Horacio Cartes pyhareve jave, omoherakuã ohejáha intención orekóva ohura haguã mandatario ramo, Alicia Pucheta de Correa opytáma con las ganas","Con el sorpresivo anuncio de Horacio Cartes esta mañana, que desistía de sus intenciones de renunciar como mandatario, Alicia Pucheta de Correa se quedará con las ganas de ser la primera mujer en llegar a la presidencia de la República."
train,abc,"Upe 30 de abril Pucheta de Correa opresentakuri renuncia ministra de la Corte Suprema de Justicia – omonéîva upe araitépe – oguahêvo ichupe tentadora propuesta vicepresidenta de la República, puesto vacante ohejáva Juan Afara, ha upéi oikótaha chugui presidenta, Cartes ohejávo Tet0Ò Paraguái ñesãmbyhy.","El pasado 30 de abril Pucheta de Correa presentaba su renuncia como ministra de la Corte Suprema de Justicia –que fue aceptada ese mismo día– tras recibir la tentadora propuesta de ser vicepresidenta de la República, puesto vacante por la renuncia de Juan Afara, y luego presidenta, cuando Cartes dimitiera del cargo."
